target_coverage,result_dir,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
0.51,runs\e2_mvtec_ad\policy_grid_51,uaat_monotone,0.3637681159420289,2.2956521739130435,0.1659420289855072,0.4561752988047808,0.636231884057971,1380
0.51,runs\e2_mvtec_ad\policy_grid_51,fixed,0.508695652173913,3.2159420289855074,0.272463768115942,0.5356125356125356,0.491304347826087,1380
0.51,runs\e2_mvtec_ad\policy_grid_51,uncertainty_grid,0.508695652173913,3.2159420289855074,0.272463768115942,0.5356125356125356,0.491304347826087,1380
0.52,runs\e2_mvtec_ad\policy_grid_52,uaat_monotone,0.3768115942028985,2.347826086956521,0.172463768115942,0.4576923076923077,0.6231884057971014,1380
0.52,runs\e2_mvtec_ad\policy_grid_52,fixed,0.5246376811594203,3.3304347826086955,0.2855072463768116,0.5441988950276243,0.4753623188405796,1380
0.52,runs\e2_mvtec_ad\policy_grid_52,uncertainty_grid,0.5246376811594203,3.3304347826086955,0.2855072463768116,0.5441988950276243,0.4753623188405796,1380
0.53,runs\e2_mvtec_ad\policy_grid_53,uaat_monotone,0.3804347826086957,2.3731884057971016,0.1753623188405797,0.4609523809523809,0.6195652173913043,1380
0.53,runs\e2_mvtec_ad\policy_grid_53,fixed,0.5282608695652173,3.3630434782608694,0.2891304347826087,0.5473251028806584,0.4717391304347826,1380
0.53,runs\e2_mvtec_ad\policy_grid_53,uncertainty_grid,0.5282608695652173,3.3630434782608694,0.2891304347826087,0.5473251028806584,0.4717391304347826,1380
0.54,runs\e2_mvtec_ad\policy_grid_54,uaat_monotone,0.3847826086956522,2.405072463768116,0.1789855072463768,0.4651600753295669,0.6152173913043478,1380
0.54,runs\e2_mvtec_ad\policy_grid_54,fixed,0.5340579710144927,3.415217391304348,0.294927536231884,0.5522388059701493,0.4659420289855073,1380
0.54,runs\e2_mvtec_ad\policy_grid_54,uncertainty_grid,0.5340579710144927,3.415217391304348,0.294927536231884,0.5522388059701493,0.4659420289855073,1380
0.55,runs\e2_mvtec_ad\policy_grid_55,uaat_monotone,0.3927536231884058,2.4333333333333336,0.1826086956521739,0.4649446494464944,0.6072463768115942,1380
0.55,runs\e2_mvtec_ad\policy_grid_55,fixed,0.5485507246376812,3.5239130434782613,0.3072463768115942,0.560105680317041,0.4514492753623188,1380
0.55,runs\e2_mvtec_ad\policy_grid_55,uncertainty_grid,0.5485507246376812,3.5239130434782613,0.3072463768115942,0.560105680317041,0.4514492753623188,1380
0.56,runs\e2_mvtec_ad\policy_grid_56,uaat_monotone,0.3942028985507246,2.446376811594203,0.1840579710144927,0.4669117647058823,0.6057971014492753,1380
0.56,runs\e2_mvtec_ad\policy_grid_56,fixed,0.5623188405797102,3.640579710144928,0.3202898550724637,0.5695876288659794,0.4376811594202898,1380
0.56,runs\e2_mvtec_ad\policy_grid_56,uncertainty_grid,0.5623188405797102,3.640579710144928,0.3202898550724637,0.5695876288659794,0.4376811594202898,1380
0.57,runs\e2_mvtec_ad\policy_grid_57,uaat_monotone,0.394927536231884,2.4528985507246377,0.1847826086956521,0.4678899082568807,0.605072463768116,1380
0.57,runs\e2_mvtec_ad\policy_grid_57,fixed,0.5681159420289855,3.6855072463768113,0.3253623188405797,0.5727040816326531,0.4318840579710145,1380
0.57,runs\e2_mvtec_ad\policy_grid_57,uncertainty_grid,0.5681159420289855,3.6855072463768113,0.3253623188405797,0.5727040816326531,0.4318840579710145,1380
0.58,runs\e2_mvtec_ad\policy_grid_58,uaat_monotone,0.4188405797101449,2.595652173913044,0.2014492753623188,0.4809688581314879,0.5811594202898551,1380
0.58,runs\e2_mvtec_ad\policy_grid_58,fixed,0.5768115942028985,3.7565217391304335,0.3333333333333333,0.5778894472361809,0.4231884057971015,1380
0.58,runs\e2_mvtec_ad\policy_grid_58,uncertainty_grid,0.5768115942028985,3.7565217391304335,0.3333333333333333,0.5778894472361809,0.4231884057971015,1380
0.59,runs\e2_mvtec_ad\policy_grid_59,uaat_monotone,0.4210144927536232,2.6079710144927537,0.2028985507246377,0.4819277108433735,0.5789855072463768,1380
0.59,runs\e2_mvtec_ad\policy_grid_59,fixed,0.5826086956521739,3.808695652173913,0.3391304347826087,0.582089552238806,0.4173913043478261,1380
0.59,runs\e2_mvtec_ad\policy_grid_59,uncertainty_grid,0.5826086956521739,3.808695652173913,0.3391304347826087,0.582089552238806,0.4173913043478261,1380
0.6,runs\e2_mvtec_ad\policy_grid_60,uaat_monotone,0.4239130434782608,2.6340579710144927,0.2057971014492753,0.4854700854700854,0.5760869565217391,1380
0.6,runs\e2_mvtec_ad\policy_grid_60,fixed,0.5898550724637681,3.866666666666666,0.3456521739130435,0.585995085995086,0.4101449275362319,1380
0.6,runs\e2_mvtec_ad\policy_grid_60,uncertainty_grid,0.5898550724637681,3.866666666666666,0.3456521739130435,0.585995085995086,0.4101449275362319,1380
0.61,runs\e2_mvtec_ad\policy_grid_61,uaat_monotone,0.4333333333333333,2.6971014492753618,0.2130434782608695,0.4916387959866221,0.5666666666666667,1380
0.61,runs\e2_mvtec_ad\policy_grid_61,fixed,0.6065217391304348,4.016666666666667,0.3623188405797101,0.5973715651135006,0.3934782608695651,1380
0.61,runs\e2_mvtec_ad\policy_grid_61,uncertainty_grid,0.6065217391304348,4.016666666666667,0.3623188405797101,0.5973715651135006,0.3934782608695651,1380
